draw_no,draw_date,prize_code,digit
3104,2014-02-15,2,4938
3104,2014-02-15,3,2181
3104,2014-02-15,C,0563
3104,2014-02-15,C,1221
3104,2014-02-15,C,2515
3104,2014-02-15,C,5443
3104,2014-02-15,C,5476
3104,2014-02-15,C,5661
3104,2014-02-15,C,5800
3104,2014-02-15,C,6262
3104,2014-02-15,C,7279
3104,2014-02-15,C,8572
3104,2014-02-15,S,0322
3104,2014-02-15,S,0789
3104,2014-02-15,S,0915
3104,2014-02-15,S,1217
3104,2014-02-15,S,1686
3104,2014-02-15,S,4698
3104,2014-02-15,S,5001
3104,2014-02-15,S,5281
3104,2014-02-15,S,9262
3104,2014-02-15,S,9929
3105,2014-02-16,1,2761
3105,2014-02-16,2,7543
3105,2014-02-16,3,0783
3105,2014-02-16,C,0303
3105,2014-02-16,C,0752
3105,2014-02-16,C,0760
3105,2014-02-16,C,1533
3105,2014-02-16,C,1544
3105,2014-02-16,C,1694
3105,2014-02-16,C,4396
3105,2014-02-16,C,5036
3105,2014-02-16,C,6754
3105,2014-02-16,C,8424
3105,2014-02-16,S,0062
3105,2014-02-16,S,2217
3105,2014-02-16,S,2453
3105,2014-02-16,S,2483
3105,2014-02-16,S,3586
3105,2014-02-16,S,7201
3105,2014-02-16,S,7950
3105,2014-02-16,S,8081
3105,2014-02-16,S,8201
3105,2014-02-16,S,9189
3106,2014-02-19,1,2655
3106,2014-02-19,2,7238
3106,2014-02-19,3,1690
3106,2014-02-19,C,1461
3106,2014-02-19,C,1834
3106,2014-02-19,C,2026
3106,2014-02-19,C,3858
3106,2014-02-19,C,4499
3106,2014-02-19,C,5000
3106,2014-02-19,C,8142
3106,2014-02-19,C,8486
3106,2014-02-19,C,9050
3106,2014-02-19,C,9167
3106,2014-02-19,S,0145
3106,2014-02-19,S,0958
3106,2014-02-19,S,2561
3106,2014-02-19,S,2750
3106,2014-02-19,S,4281
3106,2014-02-19,S,4703
3106,2014-02-19,S,5583
3106,2014-02-19,S,5860
3106,2014-02-19,S,6970
3106,2014-02-19,S,8510
3107,2014-02-22,1,3677
3107,2014-02-22,2,4395
3107,2014-02-22,3,6230
3107,2014-02-22,C,0426
3107,2014-02-22,C,1198
3107,2014-02-22,C,1783
3107,2014-02-22,C,3582
3107,2014-02-22,C,3764
3107,2014-02-22,C,4125
3107,2014-02-22,C,6096
3107,2014-02-22,C,6111
3107,2014-02-22,C,6499
3107,2014-02-22,C,9564
3107,2014-02-22,S,1530
3107,2014-02-22,S,1540
3107,2014-02-22,S,1741
3107,2014-02-22,S,2673
3107,2014-02-22,S,3024
3107,2014-02-22,S,5800
3107,2014-02-22,S,7525
3107,2014-02-22,S,8398
3107,2014-02-22,S,8798
3107,2014-02-22,S,9862
3108,2014-02-23,1,2320
3108,2014-02-23,2,2517
3108,2014-02-23,3,8262
3108,2014-02-23,C,0354
3108,2014-02-23,C,1671
3108,2014-02-23,C,1934
3108,2014-02-23,C,2348
3108,2014-02-23,C,3050
3108,2014-02-23,C,3311
3108,2014-02-23,C,4213
3108,2014-02-23,C,4881
3108,2014-02-23,C,9519
3108,2014-02-23,C,9821
3108,2014-02-23,S,1008
3108,2014-02-23,S,1625
3108,2014-02-23,S,3793
3108,2014-02-23,S,4768
3108,2014-02-23,S,5209
3108,2014-02-23,S,6048
3108,2014-02-23,S,6391
3108,2014-02-23,S,7432
3108,2014-02-23,S,7643
3108,2014-02-23,S,8975
3109,2014-02-26,1,1242
3109,2014-02-26,2,1255
3109,2014-02-26,3,0513
3109,2014-02-26,C,0235
3109,2014-02-26,C,1994
3109,2014-02-26,C,2409
3109,2014-02-26,C,5746
3109,2014-02-26,C,7111
3109,2014-02-26,C,7449
3109,2014-02-26,C,8235
3109,2014-02-26,C,8647
3109,2014-02-26,C,8995
3109,2014-02-26,C,9261
3109,2014-02-26,S,0050
3109,2014-02-26,S,0095
3109,2014-02-26,S,0353
3109,2014-02-26,S,1149
3109,2014-02-26,S,2254
3109,2014-02-26,S,2853
3109,2014-02-26,S,2998
3109,2014-02-26,S,4514
3109,2014-02-26,S,5192
3109,2014-02-26,S,9233
3110,2014-03-01,1,6588
3110,2014-03-01,2,4398
3110,2014-03-01,3,4886
3110,2014-03-01,C,0293
3110,2014-03-01,C,0992
3110,2014-03-01,C,1328
3110,2014-03-01,C,1778
3110,2014-03-01,C,2218
3110,2014-03-01,C,2692
3110,2014-03-01,C,2693
3110,2014-03-01,C,8961
3110,2014-03-01,C,9063
3110,2014-03-01,C,9506
3110,2014-03-01,S,0925
3110,2014-03-01,S,1094
3110,2014-03-01,S,1417
3110,2014-03-01,S,2969
3110,2014-03-01,S,3791
3110,2014-03-01,S,3917
3110,2014-03-01,S,5313
3110,2014-03-01,S,5900
3110,2014-03-01,S,9171
3110,2014-03-01,S,9200
3111,2014-03-02,1,8214
3111,2014-03-02,2,1092
3111,2014-03-02,3,0582
3111,2014-03-02,C,0864
3111,2014-03-02,C,1348
3111,2014-03-02,C,1934
3111,2014-03-02,C,3909
3111,2014-03-02,C,4456
3111,2014-03-02,C,6139
3111,2014-03-02,C,7226
3111,2014-03-02,C,7357
3111,2014-03-02,C,8566
3111,2014-03-02,C,9742
3111,2014-03-02,S,0697
3111,2014-03-02,S,1017
3111,2014-03-02,S,1121
3111,2014-03-02,S,3352
3111,2014-03-02,S,4071
3111,2014-03-02,S,4189
3111,2014-03-02,S,6670
3111,2014-03-02,S,6805
3111,2014-03-02,S,9016
3111,2014-03-02,S,9553
3112,2014-03-05,1,3996
3112,2014-03-05,2,1081
3112,2014-03-05,3,9475
3112,2014-03-05,C,2799
3112,2014-03-05,C,5010
3112,2014-03-05,C,5474
3112,2014-03-05,C,7225
3112,2014-03-05,C,7320
3112,2014-03-05,C,7606
3112,2014-03-05,C,7767
3112,2014-03-05,C,8025
3112,2014-03-05,C,8623
3112,2014-03-05,C,9602
3112,2014-03-05,S,0059
3112,2014-03-05,S,0802
3112,2014-03-05,S,2587
3112,2014-03-05,S,3127
3112,2014-03-05,S,3519
3112,2014-03-05,S,4189
3112,2014-03-05,S,6104
3112,2014-03-05,S,6561
3112,2014-03-05,S,8084
3112,2014-03-05,S,8528
3113,2014-03-08,1,2700
3113,2014-03-08,2,1527
3113,2014-03-08,3,6439
3113,2014-03-08,C,0357
3113,2014-03-08,C,1002
3113,2014-03-08,C,3564
3113,2014-03-08,C,3607
3113,2014-03-08,C,5046
3113,2014-03-08,C,5094
3113,2014-03-08,C,5242
3113,2014-03-08,C,5583
3113,2014-03-08,C,7754
3113,2014-03-08,C,8237
3113,2014-03-08,S,0081
3113,2014-03-08,S,0241
3113,2014-03-08,S,4872
3113,2014-03-08,S,5416
3113,2014-03-08,S,8080
3113,2014-03-08,S,8519
3113,2014-03-08,S,9206
3113,2014-03-08,S,9607
3113,2014-03-08,S,9643
3113,2014-03-08,S,9822
3114,2014-03-09,1,1890
3114,2014-03-09,2,0853
3114,2014-03-09,3,5916
3114,2014-03-09,C,1528
3114,2014-03-09,C,2548
3114,2014-03-09,C,2732
3114,2014-03-09,C,3429
3114,2014-03-09,C,6304
3114,2014-03-09,C,6663
3114,2014-03-09,C,6986
3114,2014-03-09,C,8201
3114,2014-03-09,C,8368
3114,2014-03-09,C,9393
3114,2014-03-09,S,1804
3114,2014-03-09,S,2365
3114,2014-03-09,S,3559
3114,2014-03-09,S,4475
3114,2014-03-09,S,6407
3114,2014-03-09,S,9118
3114,2014-03-09,S,9368
3114,2014-03-09,S,9543
3114,2014-03-09,S,9642
3114,2014-03-09,S,9748
3115,2014-03-12,1,6857
3115,2014-03-12,2,8225
3115,2014-03-12,3,8841
3115,2014-03-12,C,1353
3115,2014-03-12,C,1595
3115,2014-03-12,C,1868
3115,2014-03-12,C,3462
3115,2014-03-12,C,4673
3115,2014-03-12,C,5212
3115,2014-03-12,C,7483
3115,2014-03-12,C,8229
3115,2014-03-12,C,9530
3115,2014-03-12,C,9852
3115,2014-03-12,S,0788
3115,2014-03-12,S,0818
3115,2014-03-12,S,2188
3115,2014-03-12,S,3366
3115,2014-03-12,S,3533
3115,2014-03-12,S,5811
3115,2014-03-12,S,6676
3115,2014-03-12,S,8927
3115,2014-03-12,S,8974
3115,2014-03-12,S,9184
3116,2014-03-15,1,5434
3116,2014-03-15,2,7884
3116,2014-03-15,3,7666
3116,2014-03-15,C,1969
3116,2014-03-15,C,2030
3116,2014-03-15,C,2112
3116,2014-03-15,C,2384
3116,2014-03-15,C,2709
3116,2014-03-15,C,6512
3116,2014-03-15,C,7385
3116,2014-03-15,C,8250
3116,2014-03-15,C,8755
3116,2014-03-15,C,9813
3116,2014-03-15,S,2000
3116,2014-03-15,S,2048
3116,2014-03-15,S,2144
3116,2014-03-15,S,3919
3116,2014-03-15,S,4701
3116,2014-03-15,S,4947
3116,2014-03-15,S,8405
3116,2014-03-15,S,9434
3116,2014-03-15,S,9630
3116,2014-03-15,S,9664
3117,2014-03-16,1,4994
3117,2014-03-16,2,7463
3117,2014-03-16,3,2741
3117,2014-03-16,C,1169
3117,2014-03-16,C,1569
3117,2014-03-16,C,1644
3117,2014-03-16,C,1776
3117,2014-03-16,C,1824
3117,2014-03-16,C,1901
3117,2014-03-16,C,3242
3117,2014-03-16,C,3888
3117,2014-03-16,C,5741
3117,2014-03-16,C,7362
3117,2014-03-16,S,0567
3117,2014-03-16,S,0824
3117,2014-03-16,S,2192
3117,2014-03-16,S,2319
3117,2014-03-16,S,2409
3117,2014-03-16,S,3423
3117,2014-03-16,S,5781
3117,2014-03-16,S,6646
3117,2014-03-16,S,6977
3117,2014-03-16,S,9257
3118,2014-03-19,1,5954
3118,2014-03-19,2,7289
3118,2014-03-19,3,6780
3118,2014-03-19,C,1472
3118,2014-03-19,C,1697
3118,2014-03-19,C,1911
3118,2014-03-19,C,1934
3118,2014-03-19,C,4720
3118,2014-03-19,C,6474
3118,2014-03-19,C,7933
3118,2014-03-19,C,8695
3118,2014-03-19,C,9042
3118,2014-03-19,C,9305
3118,2014-03-19,S,0374
3118,2014-03-19,S,0379
3118,2014-03-19,S,0841
3118,2014-03-19,S,2401
3118,2014-03-19,S,2845
3118,2014-03-19,S,3363
3118,2014-03-19,S,4828
3118,2014-03-19,S,5277
3118,2014-03-19,S,5684
3118,2014-03-19,S,9916
3119,2014-03-22,1,6275
3119,2014-03-22,2,4297
3119,2014-03-22,3,5203
3119,2014-03-22,C,3283
3119,2014-03-22,C,3724
3119,2014-03-22,C,4321
3119,2014-03-22,C,4503
3119,2014-03-22,C,5119
3119,2014-03-22,C,5263
3119,2014-03-22,C,7052
3119,2014-03-22,C,7225
3119,2014-03-22,C,7795
3119,2014-03-22,C,8000
3119,2014-03-22,S,1027
3119,2014-03-22,S,1244
3119,2014-03-22,S,1438
3119,2014-03-22,S,4460
3119,2014-03-22,S,4882
3119,2014-03-22,S,4954
3119,2014-03-22,S,4975
3119,2014-03-22,S,6936
3119,2014-03-22,S,7871
3119,2014-03-22,S,8917
3120,2014-03-23,1,1154
3120,2014-03-23,2,1869
3120,2014-03-23,3,5479
3120,2014-03-23,C,2242
3120,2014-03-23,C,3374
3120,2014-03-23,C,4342
3120,2014-03-23,C,4707
3120,2014-03-23,C,5295
3120,2014-03-23,C,5463
3120,2014-03-23,C,7143
3120,2014-03-23,C,7361
3120,2014-03-23,C,8773
3120,2014-03-23,C,9594
3120,2014-03-23,S,0596
3120,2014-03-23,S,2152
3120,2014-03-23,S,2763
3120,2014-03-23,S,4256
3120,2014-03-23,S,4439
3120,2014-03-23,S,4710
3120,2014-03-23,S,4728
3120,2014-03-23,S,8193
3120,2014-03-23,S,8352
3120,2014-03-23,S,9614
3121,2014-03-26,1,2031
3121,2014-03-26,2,5847
3121,2014-03-26,3,8041
3121,2014-03-26,C,0433
3121,2014-03-26,C,0450
3121,2014-03-26,C,1920
3121,2014-03-26,C,6240
3121,2014-03-26,C,6590
3121,2014-03-26,C,7427
3121,2014-03-26,C,7902
3121,2014-03-26,C,9360
3121,2014-03-26,C,9460
3121,2014-03-26,C,9886
3121,2014-03-26,S,0942
3121,2014-03-26,S,1135
3121,2014-03-26,S,2373
3121,2014-03-26,S,2638
3121,2014-03-26,S,3078
3121,2014-03-26,S,4103
3121,2014-03-26,S,8529
3121,2014-03-26,S,9345
3121,2014-03-26,S,9651
3121,2014-03-26,S,9817
3122,2014-03-29,1,5970
3122,2014-03-29,2,8469
3122,2014-03-29,3,7863
3122,2014-03-29,C,0773
3122,2014-03-29,C,0899
3122,2014-03-29,C,1005
3122,2014-03-29,C,1793
3122,2014-03-29,C,2467
3122,2014-03-29,C,4081
3122,2014-03-29,C,7118
3122,2014-03-29,C,7687
3122,2014-03-29,C,8382
3122,2014-03-29,C,9465
3122,2014-03-29,S,0848
3122,2014-03-29,S,1132
3122,2014-03-29,S,3357
3122,2014-03-29,S,5978
3122,2014-03-29,S,6055
3122,2014-03-29,S,6511
3122,2014-03-29,S,6610
3122,2014-03-29,S,7789
3122,2014-03-29,S,8220
3122,2014-03-29,S,9855
3123,2014-03-30,1,8448
3123,2014-03-30,2,5835
3123,2014-03-30,3,8723
3123,2014-03-30,C,3020
3123,2014-03-30,C,3558
3123,2014-03-30,C,4893
3123,2014-03-30,C,6767
3123,2014-03-30,C,7577
3123,2014-03-30,C,8826
3123,2014-03-30,C,9274
3123,2014-03-30,C,9507
3123,2014-03-30,C,9770
3123,2014-03-30,C,9806
3123,2014-03-30,S,1965
3123,2014-03-30,S,3706
3123,2014-03-30,S,4254
3123,2014-03-30,S,4416
3123,2014-03-30,S,4593
3123,2014-03-30,S,7016
3123,2014-03-30,S,7204
3123,2014-03-30,S,8109
3123,2014-03-30,S,8892
3123,2014-03-30,S,9813
3124,2014-04-02,1,4792
3124,2014-04-02,2,4770
3124,2014-04-02,3,6763
3124,2014-04-02,C,0861
3124,2014-04-02,C,2020
3124,2014-04-02,C,3662
3124,2014-04-02,C,4245
3124,2014-04-02,C,5793
3124,2014-04-02,C,8500
3124,2014-04-02,C,8797
3124,2014-04-02,C,9408
3124,2014-04-02,C,9470
3124,2014-04-02,C,9615
3124,2014-04-02,S,4424
3124,2014-04-02,S,4579
3124,2014-04-02,S,4686
3124,2014-04-02,S,6572
3124,2014-04-02,S,6943
3124,2014-04-02,S,8087
3124,2014-04-02,S,8231
3124,2014-04-02,S,8457
3124,2014-04-02,S,9690
3124,2014-04-02,S,9786
3125,2014-04-05,1,6194
3125,2014-04-05,2,3825
3125,2014-04-05,3,8674
3125,2014-04-05,C,0020
3125,2014-04-05,C,1765
3125,2014-04-05,C,1862
3125,2014-04-05,C,5074
3125,2014-04-05,C,6267
3125,2014-04-05,C,6987
3125,2014-04-05,C,7563
3125,2014-04-05,C,7584
3125,2014-04-05,C,8066
3125,2014-04-05,C,8987
3125,2014-04-05,S,0622
3125,2014-04-05,S,0912
3125,2014-04-05,S,1259
3125,2014-04-05,S,1424
3125,2014-04-05,S,2011
3125,2014-04-05,S,2463
3125,2014-04-05,S,2543
3125,2014-04-05,S,4930
3125,2014-04-05,S,8221
3125,2014-04-05,S,8944
3126,2014-04-06,1,5558
3126,2014-04-06,2,2537
3126,2014-04-06,3,0006
3126,2014-04-06,C,0667
3126,2014-04-06,C,2514
3126,2014-04-06,C,2647
3126,2014-04-06,C,3450
3126,2014-04-06,C,3763
3126,2014-04-06,C,3958
3126,2014-04-06,C,3962
3126,2014-04-06,C,6745
3126,2014-04-06,C,8095
3126,2014-04-06,C,9456
3126,2014-04-06,S,2464
3126,2014-04-06,S,2578
3126,2014-04-06,S,3038
3126,2014-04-06,S,4162
3126,2014-04-06,S,4530
3126,2014-04-06,S,5347
3126,2014-04-06,S,7661
3126,2014-04-06,S,7968
3126,2014-04-06,S,8105
3126,2014-04-06,S,8727
3127,2014-04-09,1,1512
3127,2014-04-09,2,9793
3127,2014-04-09,3,4280
3127,2014-04-09,C,1873
3127,2014-04-09,C,2243
3127,2014-04-09,C,3070
3127,2014-04-09,C,3370
3127,2014-04-09,C,3618
3127,2014-04-09,C,6037
3127,2014-04-09,C,6703
3127,2014-04-09,C,8259
3127,2014-04-09,C,8806
3127,2014-04-09,C,9607
3127,2014-04-09,S,0253
3127,2014-04-09,S,0816
3127,2014-04-09,S,0835
3127,2014-04-09,S,1775
3127,2014-04-09,S,2656
3127,2014-04-09,S,2666
3127,2014-04-09,S,3825
3127,2014-04-09,S,8840
3127,2014-04-09,S,9529
3127,2014-04-09,S,9665
3128,2014-04-12,1,0485
3128,2014-04-12,2,3290
3128,2014-04-12,3,0235
3128,2014-04-12,C,1305
3128,2014-04-12,C,2116
3128,2014-04-12,C,3901
3128,2014-04-12,C,3966
3128,2014-04-12,C,4283
3128,2014-04-12,C,5407
3128,2014-04-12,C,7150
3128,2014-04-12,C,7347
3128,2014-04-12,C,8055
3128,2014-04-12,C,9813
3128,2014-04-12,S,0153
3128,2014-04-12,S,0160
3128,2014-04-12,S,0819
3128,2014-04-12,S,0935
3128,2014-04-12,S,2339
3128,2014-04-12,S,3064
3128,2014-04-12,S,6782
3128,2014-04-12,S,6857
3128,2014-04-12,S,7985
3128,2014-04-12,S,8846
3129,2014-04-13,1,4199
3129,2014-04-13,2,7090
3129,2014-04-13,3,4364
3129,2014-04-13,C,0842
3129,2014-04-13,C,1037
3129,2014-04-13,C,1437
3129,2014-04-13,C,2256
3129,2014-04-13,C,2557
3129,2014-04-13,C,2959
3129,2014-04-13,C,3195
3129,2014-04-13,C,4926
3129,2014-04-13,C,7662
3129,2014-04-13,C,8250
3129,2014-04-13,S,0520
3129,2014-04-13,S,1315
3129,2014-04-13,S,2432
3129,2014-04-13,S,3091
3129,2014-04-13,S,3678
3129,2014-04-13,S,4747
3129,2014-04-13,S,6265
3129,2014-04-13,S,6898
3129,2014-04-13,S,7007
3129,2014-04-13,S,7390
3130,2014-04-16,1,4121
3130,2014-04-16,2,3086
3130,2014-04-16,3,2617
3130,2014-04-16,C,0152
3130,2014-04-16,C,2540
3130,2014-04-16,C,2677
3130,2014-04-16,C,2774
3130,2014-04-16,C,3208
3130,2014-04-16,C,3263
3130,2014-04-16,C,5269
3130,2014-04-16,C,6612
3130,2014-04-16,C,6651
3130,2014-04-16,C,9150
3130,2014-04-16,S,1545
3130,2014-04-16,S,2089
3130,2014-04-16,S,3542
3130,2014-04-16,S,4720
3130,2014-04-16,S,5833
3130,2014-04-16,S,5926
3130,2014-04-16,S,6193
3130,2014-04-16,S,6306
3130,2014-04-16,S,7656
3130,2014-04-16,S,7816
3131,2014-04-19,1,1298
3131,2014-04-19,2,7358
3131,2014-04-19,3,1180
3131,2014-04-19,C,0002
3131,2014-04-19,C,1528
3131,2014-04-19,C,2840
3131,2014-04-19,C,4778
3131,2014-04-19,C,4856
3131,2014-04-19,C,5274
3131,2014-04-19,C,5352
3131,2014-04-19,C,5578
3131,2014-04-19,C,6756
3131,2014-04-19,C,8642
3131,2014-04-19,S,1084
3131,2014-04-19,S,2517
3131,2014-04-19,S,2557
3131,2014-04-19,S,2578
3131,2014-04-19,S,3448
3131,2014-04-19,S,6059
3131,2014-04-19,S,6515
3131,2014-04-19,S,8269
3131,2014-04-19,S,9402
3131,2014-04-19,S,9413
3132,2014-04-20,1,6871
3132,2014-04-20,2,8767
3132,2014-04-20,3,8160
3132,2014-04-20,C,0018
3132,2014-04-20,C,0288
3132,2014-04-20,C,0857
3132,2014-04-20,C,2368
3132,2014-04-20,C,3249
3132,2014-04-20,C,5056
3132,2014-04-20,C,6893
3132,2014-04-20,C,8408
3132,2014-04-20,C,8459
3132,2014-04-20,C,9750
3132,2014-04-20,S,0920
3132,2014-04-20,S,3666
3132,2014-04-20,S,5276
3132,2014-04-20,S,5483
3132,2014-04-20,S,5808
3132,2014-04-20,S,6393
3132,2014-04-20,S,6553
3132,2014-04-20,S,7065
3132,2014-04-20,S,8292
3132,2014-04-20,S,8989
3133,2014-04-23,1,8220
3133,2014-04-23,2,3316
3133,2014-04-23,3,4294
3133,2014-04-23,C,0845
3133,2014-04-23,C,4164
3133,2014-04-23,C,5362
3133,2014-04-23,C,6117
3133,2014-04-23,C,7062
3133,2014-04-23,C,7298
3133,2014-04-23,C,7750
3133,2014-04-23,C,8074
3133,2014-04-23,C,8398
3133,2014-04-23,C,8523
3133,2014-04-23,S,0426
3133,2014-04-23,S,0770
3133,2014-04-23,S,1042
3133,2014-04-23,S,1252
3133,2014-04-23,S,1339
3133,2014-04-23,S,4995
3133,2014-04-23,S,6950
3133,2014-04-23,S,7440
3133,2014-04-23,S,7938
3133,2014-04-23,S,9950
3134,2014-04-26,1,5137
3134,2014-04-26,2,8112
3134,2014-04-26,3,4017
3134,2014-04-26,C,0347
3134,2014-04-26,C,0545
3134,2014-04-26,C,1839
3134,2014-04-26,C,2323
3134,2014-04-26,C,3056
3134,2014-04-26,C,3154
3134,2014-04-26,C,4017
3134,2014-04-26,C,5813
3134,2014-04-26,C,6517
3134,2014-04-26,C,7708
3134,2014-04-26,S,0631
3134,2014-04-26,S,2600
3134,2014-04-26,S,3016
3134,2014-04-26,S,3657
3134,2014-04-26,S,5417
3134,2014-04-26,S,7028
3134,2014-04-26,S,8160
3134,2014-04-26,S,8225
3134,2014-04-26,S,9318
3134,2014-04-26,S,9764
3135,2014-04-27,1,2638
3135,2014-04-27,2,5396
3135,2014-04-27,3,0391
3135,2014-04-27,C,1356
3135,2014-04-27,C,1475
3135,2014-04-27,C,1757
3135,2014-04-27,C,2326
3135,2014-04-27,C,2482
3135,2014-04-27,C,2721
3135,2014-04-27,C,3800
3135,2014-04-27,C,5887
3135,2014-04-27,C,7412
3135,2014-04-27,C,8144
3135,2014-04-27,S,1163
3135,2014-04-27,S,1293
3135,2014-04-27,S,2656
3135,2014-04-27,S,3952
3135,2014-04-27,S,5741
3135,2014-04-27,S,6523
3135,2014-04-27,S,6768
3135,2014-04-27,S,7129
3135,2014-04-27,S,7334
3135,2014-04-27,S,9469
3136,2014-04-30,1,8365
3136,2014-04-30,2,9060
3136,2014-04-30,3,2089
3136,2014-04-30,C,0330
3136,2014-04-30,C,3367
3136,2014-04-30,C,4663
3136,2014-04-30,C,5503
3136,2014-04-30,C,5999
3136,2014-04-30,C,6731
3136,2014-04-30,C,6958
3136,2014-04-30,C,7124
3136,2014-04-30,C,8557
3136,2014-04-30,C,9640
3136,2014-04-30,S,0015
3136,2014-04-30,S,1828
3136,2014-04-30,S,2031
3136,2014-04-30,S,3179
3136,2014-04-30,S,4601
3136,2014-04-30,S,4796
3136,2014-04-30,S,5211
3136,2014-04-30,S,7926
3136,2014-04-30,S,8165
3136,2014-04-30,S,9216
3137,2014-05-03,1,3349
3137,2014-05-03,2,1447
3137,2014-05-03,3,7686
3137,2014-05-03,C,1148
3137,2014-05-03,C,1529
3137,2014-05-03,C,4412
3137,2014-05-03,C,7874
3137,2014-05-03,C,8669
3137,2014-05-03,C,8892
3137,2014-05-03,C,9407
3137,2014-05-03,C,9417
3137,2014-05-03,C,9547
3137,2014-05-03,C,9737
3137,2014-05-03,S,0602
3137,2014-05-03,S,0852
3137,2014-05-03,S,1055
3137,2014-05-03,S,1217
3137,2014-05-03,S,3520
3137,2014-05-03,S,3872
3137,2014-05-03,S,5632
3137,2014-05-03,S,5848
3137,2014-05-03,S,6152
3137,2014-05-03,S,8203
3138,2014-05-04,1,9790
3138,2014-05-04,2,8573
3138,2014-05-04,3,8362
3138,2014-05-04,C,0094
3138,2014-05-04,C,2610
3138,2014-05-04,C,2758
3138,2014-05-04,C,4293
3138,2014-05-04,C,5318
3138,2014-05-04,C,6151
3138,2014-05-04,C,7135
3138,2014-05-04,C,8796
3138,2014-05-04,C,8878
3138,2014-05-04,C,9364
3138,2014-05-04,S,0891
3138,2014-05-04,S,1199
3138,2014-05-04,S,4106
3138,2014-05-04,S,6108
3138,2014-05-04,S,8058
3138,2014-05-04,S,8361
3138,2014-05-04,S,9587
3138,2014-05-04,S,9639
3138,2014-05-04,S,9657
3138,2014-05-04,S,9680
3139,2014-05-07,1,9409
3139,2014-05-07,2,3894
3139,2014-05-07,3,8556
3139,2014-05-07,C,0631
3139,2014-05-07,C,0907
3139,2014-05-07,C,1027
3139,2014-05-07,C,4139
3139,2014-05-07,C,4900
3139,2014-05-07,C,6554
3139,2014-05-07,C,7206
3139,2014-05-07,C,7381
3139,2014-05-07,C,8858
3139,2014-05-07,C,9234
3139,2014-05-07,S,1116
3139,2014-05-07,S,1512
3139,2014-05-07,S,1554
3139,2014-05-07,S,2886
3139,2014-05-07,S,6929
3139,2014-05-07,S,8004
3139,2014-05-07,S,8110
3139,2014-05-07,S,8171
3139,2014-05-07,S,8229
3139,2014-05-07,S,9788
3140,2014-05-10,1,5666
3140,2014-05-10,2,0236
3140,2014-05-10,3,6850
3140,2014-05-10,C,0691
3140,2014-05-10,C,1872
3140,2014-05-10,C,1899
3140,2014-05-10,C,2191
3140,2014-05-10,C,3371
3140,2014-05-10,C,5555
3140,2014-05-10,C,5652
3140,2014-05-10,C,5888
3140,2014-05-10,C,7986
3140,2014-05-10,C,8679
3140,2014-05-10,S,0685
3140,2014-05-10,S,1491
3140,2014-05-10,S,2942
3140,2014-05-10,S,3439
3140,2014-05-10,S,4375
3140,2014-05-10,S,5502
3140,2014-05-10,S,7017
3140,2014-05-10,S,8438
3140,2014-05-10,S,9836
3140,2014-05-10,S,9915
3141,2014-05-11,1,8341
3141,2014-05-11,2,0750
3141,2014-05-11,3,7245
3141,2014-05-11,C,1324
3141,2014-05-11,C,2086
3141,2014-05-11,C,3530
3141,2014-05-11,C,3839
3141,2014-05-11,C,4320
3141,2014-05-11,C,5511
3141,2014-05-11,C,6025
3141,2014-05-11,C,6035
3141,2014-05-11,C,6721
3141,2014-05-11,C,9368
3141,2014-05-11,S,0192
3141,2014-05-11,S,1133
3141,2014-05-11,S,1852
3141,2014-05-11,S,2969
3141,2014-05-11,S,3518
3141,2014-05-11,S,4313
3141,2014-05-11,S,5853
3141,2014-05-11,S,9615
3141,2014-05-11,S,9808
3141,2014-05-11,S,9994
3142,2014-05-14,1,6734
3142,2014-05-14,2,8384
3142,2014-05-14,3,3851
3142,2014-05-14,C,0966
3142,2014-05-14,C,4491
3142,2014-05-14,C,4936
3142,2014-05-14,C,5068
3142,2014-05-14,C,5190
3142,2014-05-14,C,6064
3142,2014-05-14,C,6784
3142,2014-05-14,C,7744
3142,2014-05-14,C,7970
3142,2014-05-14,C,8010
3142,2014-05-14,S,1557
3142,2014-05-14,S,2027
3142,2014-05-14,S,4694
3142,2014-05-14,S,6355
3142,2014-05-14,S,6726
3142,2014-05-14,S,7698
3142,2014-05-14,S,7761
3142,2014-05-14,S,7799
3142,2014-05-14,S,8254
3142,2014-05-14,S,9557
3143,2014-05-17,1,6961
3143,2014-05-17,2,2277
3143,2014-05-17,3,4156
3143,2014-05-17,C,1954
3143,2014-05-17,C,2596
3143,2014-05-17,C,2656
3143,2014-05-17,C,3587
3143,2014-05-17,C,4814
3143,2014-05-17,C,6239
3143,2014-05-17,C,6537
3143,2014-05-17,C,7388
3143,2014-05-17,C,9101
3143,2014-05-17,C,9267
3143,2014-05-17,S,2381
3143,2014-05-17,S,3281
3143,2014-05-17,S,3742
3143,2014-05-17,S,7167
3143,2014-05-17,S,8369
3143,2014-05-17,S,8455
3143,2014-05-17,S,8769
3143,2014-05-17,S,8943
3143,2014-05-17,S,9141
3143,2014-05-17,S,9583
3144,2014-05-18,1,6052
3144,2014-05-18,2,9523
3144,2014-05-18,3,2351
3144,2014-05-18,C,0077
3144,2014-05-18,C,2893
3144,2014-05-18,C,3169
3144,2014-05-18,C,4817
3144,2014-05-18,C,5078
3144,2014-05-18,C,5101
3144,2014-05-18,C,5701
3144,2014-05-18,C,7331
3144,2014-05-18,C,7798
3144,2014-05-18,C,9617
